id,label,central_claim,llm_backends,dataset,languages,veracity,veracity_confidence,coordination_score,n1_burst,n2_coamp,n3_reuse,n4_crosslingual,member_count
camp_266,Organic Trend,"Various global crises involve alleged illegal activities, political instability, and documented human rights violations.",bm25_rag,euvsdisinfo,ARABIC|EN|GEORGIAN|RU,,,0.0,,,,,2
camp_357,Organic Trend,"Evidence suggests Russian claims about Bucha staging are false, while international disputes surround chemical weapons and Ukraine targets Donbas residents.",bm25_rag,euvsdisinfo,Arabic|EN|English|LITHUANIAN|RU|Russian,,,0.0,,,,,2
camp_4,Organic Trend,Misinformation falsely links media ownership to George Soros while exaggerating the global impact of the Ukraine war.,bm25_rag,euvsdisinfo,ARABIC|Czech|EN|English|Russian,,,0.0,,,,,2
camp_406,Organic Trend,Authorities are installing balance meters in Mestia to combat illegal cryptocurrency mining via electricity monitoring.,bm25_rag,euvsdisinfo,EN|GEORGIAN|Georgian|RU,,,0.0,,,,,2
camp_316,Organic Trend,"Political narratives involve accusations of provocation, obscured events, partisan comparisons, and international energy disputes.",bm25_rag,euvsdisinfo,Arabic|English|Finnish|Russian,,,0.0,,,,,2
camp_80,Organic Trend,External powers are actively manipulating Eastern European elections and security through disinformation and military posturing.,bm25_rag,euvsdisinfo,ARABIC|DE|EN|English|RU|Russian,,,0.0,,,,,3
camp_442,Organic Trend,Regional security crises highlight the necessity of organizations like the OДКБ amid opaque military aid and aggressive actions.,bm25_rag,euvsdisinfo,Arabic|English|Polish|Russian,,,0.0,,,,,2
camp_371,Organic Trend,International tensions surround investigations into war crimes and territorial claims in Ukraine and Syria.,bm25_rag,euvsdisinfo,Arabic|English|Hungarian|Russian|Serbian,,,0.0,,,,,2
camp_206,Organic Trend,"Various events are being framed by specific narratives, often involving political maneuvering or deliberate actions.",bm25_rag,euvsdisinfo,ARABIC|EN|RU|SK,,,0.0,,,,,2
camp_50,Organic Trend,Misinformation narratives distort scientific consensus on virus contagiousness and climate change impacts.,bm25_rag,euvsdisinfo,ARABIC|EN|English|RU,,,0.0,,,,,3
camp_7,Organic Trend,"Western policies are misleading, while evidence suggests internal causes for events like MH17 and a shift in Europe-Russia relations.",bm25_rag,euvsdisinfo,Arabic|EN|RU|Russian,,,0.0,,,,,2
camp_208,Organic Trend,Russian officials criticize US actions while alleging staged chemical attacks in Syria and reporting nuclear damage.,bm25_rag,euvsdisinfo,Arabic|French|Russian,,,0.0,,,,,2
camp_57,Organic Trend,The crisis is prompting drastic European measures while urging proportional responses and decentralized border control.,bm25_rag,euvsdisinfo,DE|EN|RU,,,0.0,,,,,2
camp_191,Organic Trend,Russian authorities are accused of suppressing dissent while simultaneously warning about potential health threats.,bm25_rag,euvsdisinfo,Arabic|EN|English|RU|UK,,,0.0,,,,,2
camp_147,Organic Trend,Western actions are allegedly obstructing peace with Russia while simultaneously undermining European autonomy amid security concerns.,bm25_rag,euvsdisinfo,ARABIC|EN|English|German|Hungarian|RU,,,0.0,,,,,2
camp_384,Organic Trend,"Major global powers are engaged in geopolitical tensions, using military and political pressure while facing internal strain.",bm25_rag,euvsdisinfo,ARABIC|EN|English|RU|Russian,,,0.0,,,,,2
camp_201,Organic Trend,"These claims cover diverse topics, including drug policy reform, international political designations, and debunking false reports of violence.",bm25_rag,euvsdisinfo,ARABIC|EN|English|Russian|UK,,,0.0,,,,,2
camp_430,Organic Trend,Russian and Belarusian authorities are suppressing dissent while restricting international oversight in the conflict zone.,bm25_rag,euvsdisinfo,Arabic|English|Hungarian|Russian,,,0.0,,,,,2
camp_100,Organic Trend,Belarus and Russia are bolstering defenses while planning negotiations amid increased NATO military activity near their borders.,bm25_rag,euvsdisinfo,ARABIC|Arabic|DE|EN|English|RU|Russian,,,0.0,,,,,3
camp_297,Organic Trend,External forces are allegedly orchestrating a campaign to destroy Ukraine while European powers seek greater global influence.,bm25_rag,euvsdisinfo,Arabic|English|French|Russian,,,0.0,,,,,2
camp_404,Organic Trend,Western powers are accused of using media and military actions to advance political agendas against adversaries.,bm25_rag,euvsdisinfo,ARABIC|ES|HUNGARIAN|RU,,,0.0,,,,,2
camp_120,Organic Trend,The MH17 incident is viewed as a disputed event fueling geopolitical tensions and potential propaganda warfare between Russia and the West.,bm25_rag,euvsdisinfo,Arabic|English|French|Russian,,,0.0,,,,,2
camp_150,Organic Trend,"Historical and contemporary events involve allegations of external control, forceful actions, and past state-sponsored deportations.",bm25_rag,euvsdisinfo,ARABIC|EN|English|RU|Russian,,,0.0,,,,,2
camp_369,Organic Trend,The claims link increased surveillance of the Muslim Brotherhood with strengthening Arab solidarity and a specific origin story.,bm25_rag,euvsdisinfo,ARABIC|EN|RU|UK,,,0.0,,,,,2
camp_392,Organic Trend,"The provided claims cover unrelated topics of political controversy, online gambling, and journalistic persecution.",bm25_rag,euvsdisinfo,Arabic|English|Lithuanian|Russian,,,0.0,,,,,2
camp_398,Organic Trend,"Russia disputes sanctions legality, while regional political tensions involve military claims and historical accountability.",bm25_rag,euvsdisinfo,ARABIC|RU,,,0.0,,,,,2
camp_110,Organic Trend,The EU is managing the pandemic with decentralized national responses amid economic strain and addressing fertility concerns.,bm25_rag,euvsdisinfo,Arabic|English|German|Russian|Ukrainian,,,0.0,,,,,2
camp_116,Organic Trend,"Tensions near the Russia-Ukraine border are escalating due to NATO actions, nationalism, and territorial disputes.",bm25_rag,euvsdisinfo,ARABIC|Arabic|EN|English|RU,,,0.0,,,,,5
camp_444,Organic Trend,"Child protection measures are declining overall, though they remain more prevalent among immigrant youth.",bm25_rag,euvsdisinfo,ARABIC|Arabic|NORWEGIAN NYNORSK|Russian,,,0.0,,,,,2
camp_162,Organic Trend,International financial bodies and geopolitical shifts are influencing support for Eastern European nations.,bm25_rag,euvsdisinfo,Arabic|English|Georgian|Russian,,,0.0,,,,,2
camp_60,Organic Trend,"Misinformation mixes claims about Ukrainian biological threats, Trump's diplomatic hopes, and EU energy initiatives in the region.",bm25_rag,euvsdisinfo,AFRIKAANS|ARABIC|English|HUNGARIAN|Russian,,,0.0,,,,,2
camp_10,Organic Trend,The EU faces criticism for inadequate crisis support while geopolitical maneuvering involves Russia and Slovakia facilitating trade.,bm25_rag,euvsdisinfo,EN|English|FR|RU|Russian,,,0.0,,,,,2
camp_31,Organic Trend,Geopolitical narratives suggest unpredictable maneuvers are shaping Russia's standing while challenging Ukraine's Western integration.,bm25_rag,euvsdisinfo,English|Russian,,,0.0,,,,,2
camp_173,Organic Trend,Ukrainian special forces undergo rigorous training and have complex personnel histories influencing their operations.,bm25_rag,euvsdisinfo,English|Russian|Ukrainian,,,0.0,,,,,2
camp_35,Organic Trend,"Accusations link Lithuanian political actions to authoritarianism, while Russian narratives deflect scrutiny through claims of foreign involvement and EU obstruction.",bm25_rag,euvsdisinfo,EN|English|Georgian|German|PL|RU|Russian,,,0.0,,,,,2
camp_365,Organic Trend,"Different events are being framed by various groups to suggest underlying issues of mismanagement, distress, or provocation.",bm25_rag,euvsdisinfo,EN|RU,,,0.0,,,,,2
camp_378,Organic Trend,Disparate global events range from political demands and international disputes to regulatory changes and promotional offers.,bm25_rag,euvsdisinfo,ARABIC|EN|English|GEORGIAN|RU|UK,,,0.0,,,,,2
camp_224,Organic Trend,The West is accused of obstructing peace while simultaneously increasing military commitments and undermining European autonomy.,bm25_rag,euvsdisinfo,ARABIC|DE|EN|HUNGARIAN|RU,,,0.0,,,,,2
camp_214,Organic Trend,Media outlets and state actors are engaged in coordinated narratives to deflect blame regarding international political and military actions.,bm25_rag,euvsdisinfo,EN|English|RU|Russian,,,0.0,,,,,2
camp_239,Organic Trend,"Various claims suggest systemic failures in education, health advice, international diplomacy, and consular services.",bm25_rag,euvsdisinfo,ARABIC|FR|HUNGARIAN|RU|SK,,,0.0,,,,,2
camp_268,Organic Trend,Uncontrolled external military factors and alleged crimes are occurring without full official international acknowledgment.,bm25_rag,euvsdisinfo,Arabic|German|Russian,,,0.0,,,,,2
camp_213,Organic Trend,Israeli aggression threatens regional escalation despite Iran's stated commitment against nuclear weapons.,bm25_rag,euvsdisinfo,ARABIC|EN,,,0.0,,,,,2
camp_164,Organic Trend,Vaccine distribution challenges and geopolitical tensions are shaping international relations and public health responses.,bm25_rag,euvsdisinfo,Arabic|EN|LITHUANIAN|RU|Russian,,,0.0,,,,,2
camp_8,Organic Trend,"The provided claims cover unrelated topics: Swiss financial regulation, international sporting events, and historical persecution.",bm25_rag,euvsdisinfo,English|Georgian|Russian,,,0.0,,,,,2
camp_215,Organic Trend,"Western skepticism surrounds Russian scientific claims, while military aid to Ukraine is alleged to be insufficient.",bm25_rag,euvsdisinfo,EN|ITALIAN|RU,,,0.0,,,,,2
camp_137,Organic Trend,Western influence and internal actions are fueling conflict escalation in Ukraine while NATO supports Bosnia's sovereignty.,bm25_rag,euvsdisinfo,EN|RU,,,0.0,,,,,2
camp_63,Organic Trend,"Misinformation suggests Ukraine has nuclear capabilities and is facing external control, alongside travel restrictions impacting international research.",bm25_rag,euvsdisinfo,Armenian|English|Russian,,,0.0,,,,,2
camp_277,Organic Trend,Authoritarian and influential figures are accused of using legal or political means to suppress dissent and control societal values.,bm25_rag,euvsdisinfo,EN|English|RU|Russian,,,0.0,,,,,2
camp_225,Organic Trend,Borrell's alleged deception and skepticism about Navalny's poisoning coincide with cautious monitoring of the BelNPP.,bm25_rag,euvsdisinfo,English|Russian,,,0.0,,,,,2
camp_428,Organic Trend,"Global instability, including supply chain disruptions and political dissent, poses significant threats to populations.",bm25_rag,euvsdisinfo,Arabic|EN|RU|Russian,,,0.0,,,,,2
camp_64,Organic Trend,"Economic shifts in Ukraine are allegedly being forced by external pressures, mirroring geopolitical disputes over Syria.",bm25_rag,euvsdisinfo,ARABIC|Arabic|EN|RU|Russian,,,0.0,,,,,2
camp_51,Organic Trend,Disinformation narratives link foreign military involvement to past events while current geopolitical tensions drive sanctions against Venezuela.,bm25_rag,euvsdisinfo,Arabic|English|Russian,,,0.0,,,,,2
camp_29,Organic Trend,"Brazilian authorities are investigating various entities regarding political restrictions, election integrity, and criminal activities like drug trafficking.",bm25_rag,euvsdisinfo,GEORGIAN|Georgian|RU,,,0.0,,,,,2
camp_323,Organic Trend,Misinformation links Ukraine to extremist groups while promoting unverified claims about advanced threats and political narratives.,bm25_rag,euvsdisinfo,EN|PL|RU|UK,,,0.0,,,,,2
camp_135,Organic Trend,"The provided claims mix unrelated topics, suggesting a narrative of conspiracy and geopolitical dispute.",bm25_rag,euvsdisinfo,English|French|German|RU,,,0.0,,,,,2
camp_79,Organic Trend,"A powerful elite is allegedly manipulating global events, including in Ukraine and Syria, for hidden financial gain.",bm25_rag,euvsdisinfo,EN|English|Hungarian|RU|Russian,,,0.0,,,,,2
camp_279,Organic Trend,Russia denies Western accusations of terrorism and human rights abuses while blaming the West for conflict.,bm25_rag,euvsdisinfo,ARABIC|EN|Russian,,,0.0,,,,,2
camp_15,Organic Trend,Elites are allegedly exploiting the pandemic and geopolitical events to consolidate power by discrediting alternative vaccines.,bm25_rag,euvsdisinfo,ARABIC|English|RU|Russian,,,0.0,,,,,2
camp_362,Organic Trend,Misinformation promotes unproven remedies for illness while political and economic issues surround global health and energy.,bm25_rag,euvsdisinfo,ARABIC|EN|RU,,,0.0,,,,,2
camp_364,Organic Trend,Political actions in Europe are being framed as either supporting Russian interests or driving domestic political shifts.,bm25_rag,euvsdisinfo,EN|ES|English|Italian|PL|Polish|RU|Russian|Spanish,,,0.0,,,,,3
camp_278,Organic Trend,"Western political and military actions are characterized by opaque funding, inaccessible legal systems, and broken promises.",bm25_rag,euvsdisinfo,Arabic|English|Finnish|Russian,,,0.0,,,,,2
camp_281,Organic Trend,"Geopolitical conflicts involve disputed military movements, media bias, and ongoing regional instability.",bm25_rag,euvsdisinfo,ARABIC|EN|RU|UK,,,0.0,,,,,2
camp_48,Organic Trend,"Escalating conflicts and regional crises are driving political instability, humanitarian needs, and disinformation campaigns.",bm25_rag,euvsdisinfo,AFRIKAANS|ARABIC|ARMENIAN|AZERBAIJANI|Afrikaans|Arabic|Armenian|Azerbaijani|CS|Czech|DE|EN|ES|English|FINNISH|FR|Finnish|French|GEORGIAN|Georgian|German|HUNGARIAN|Hungarian|ITALIAN|Italian|LITHUANIAN|Lithuanian|PL|Polish|ROMANIAN|RU|Romanian|Russian|SERBIAN|SK|Serbian|Slovak|Spanish|UK|Ukrainian,,,0.0,,,,,3
camp_320,Organic Trend,"External actions, whether sanctions or political pressure, are being framed as harmful campaigns against specific entities.",bm25_rag,euvsdisinfo,Arabic|EN|Russian,,,0.0,,,,,2
camp_30,Organic Trend,Disinformation campaigns are intentionally spreading narratives to incite conflict and societal tension across various geopolitical issues.,bm25_rag,euvsdisinfo,English|Hungarian|Russian,,,0.0,,,,,2
camp_427,Organic Trend,"US actions and rising tensions are fueling international conflict concerns, alongside unusual wildlife observations.",bm25_rag,euvsdisinfo,ARMENIAN|Arabic|EN|English,,,0.0,,,,,2
camp_216,Organic Trend,External powers are allegedly influencing domestic politics and challenging international norms in various nations.,bm25_rag,euvsdisinfo,ARABIC|EN|RU,,,0.0,,,,,2
camp_381,Organic Trend,Global elites are allegedly manipulating financial systems to cause economic collapse through restrictive measures.,bm25_rag,euvsdisinfo,English|German|Russian|Ukrainian,,,0.0,,,,,2
camp_142,Organic Trend,Western assessments of Ukraine are complicated by internal political divisions and Russia's denial of violating international agreements.,bm25_rag,euvsdisinfo,ARABIC|EN|RU,,,0.0,,,,,2
camp_228,Organic Trend,"NATO's security concerns are exaggerated, while historical geopolitical shifts and alleged human rights abuses in Russia are highlighted.",bm25_rag,euvsdisinfo,ARABIC|EN|Russian,,,0.0,,,,,3
camp_263,Organic Trend,"Media and officials are allegedly involved in a coordinated effort against Russia, while Ukraine faces accusations of biological attacks.",bm25_rag,euvsdisinfo,English|Russian,,,0.0,,,,,2
camp_304,Organic Trend,"Media suppressed election coverage, while geopolitical tensions involve Russian military buildup and Ukrainian negotiation disputes.",bm25_rag,euvsdisinfo,ARABIC|Arabic|EN|English|FINNISH|Slovak,,,0.0,,,,,3
camp_310,Organic Trend,"Political activism in Russia leads to legal repercussions, while European sanctions and threats endanger asylum seekers.",bm25_rag,euvsdisinfo,English|Russian|Spanish,,,0.0,,,,,2
camp_315,Organic Trend,"Ukraine's situation involves military dangers, political controversies surrounding its leadership, and cultural restrictions against Russian symbols.",bm25_rag,euvsdisinfo,ES|English|Polish|RU|Russian,,,0.0,,,,,2
camp_339,Organic Trend,"Geopolitical events involve alleged manipulation, diplomatic tensions, and international incidents with complex origins.",bm25_rag,euvsdisinfo,Arabic|GEORGIAN|RU|Russian,,,0.0,,,,,2
camp_436,Organic Trend,Gates is allegedly promoting specific energy and dietary changes while unrelated website issues are being reported.,bm25_rag,euvsdisinfo,ARABIC|Arabic|Russian|UK,,,0.0,,,,,2
camp_192,Organic Trend,Some narratives suggest external powers are exploiting the Belarusian crisis for geopolitical and military advantage.,bm25_rag,euvsdisinfo,RU,,,0.0,,,,,2
camp_341,Organic Trend,Foreign interference and surveillance are allegedly being used to discredit political figures and processes.,bm25_rag,euvsdisinfo,Arabic|RU|Russian|Slovak,,,0.0,,,,,2
camp_283,Organic Trend,"Conflict and political actions are causing widespread humanitarian crises, cultural damage, and electoral manipulation.",bm25_rag,euvsdisinfo,ARABIC|EN|English|RU|Ukrainian,,,0.0,,,,,2
camp_431,Organic Trend,Geopolitical conflicts and regional tensions are intertwined with claims of advanced weaponry and foreign policy failures.,bm25_rag,euvsdisinfo,Arabic|Russian,,,0.0,,,,,2
camp_424,Organic Trend,"Regional conflicts, such as in Syria and Ukraine, raise concerns about misinformation, escalation, and environmental safety.",bm25_rag,euvsdisinfo,English|Georgian|Romanian|Russian,,,0.0,,,,,2
camp_351,Organic Trend,"Political narratives manipulate public perception regarding pandemic origins, territorial disputes, and international alliances.",bm25_rag,euvsdisinfo,Czech|English|Russian,,,0.0,,,,,2
camp_312,Organic Trend,"Western influence and internal conflicts are blamed for societal upheaval, migration, and major incidents in Europe.",bm25_rag,euvsdisinfo,EN|ES|FINNISH|RU|UK,,,0.0,,,,,2
camp_46,Organic Trend,"International actors are monitoring security threats, political instability, and human rights concerns across various regions.",bm25_rag,euvsdisinfo,EN|English|Italian|RU|Russian,,,0.0,,,,,2
camp_54,Organic Trend,Western actions in Eastern Europe are framed by some as politically motivated provocations against Russia.,bm25_rag,euvsdisinfo,English|German|Italian|Russian,,,0.0,,,,,2
camp_335,Organic Trend,"Western unity against Russia has weakened, allowing Russia and China to navigate sanctions while framing conflict as externally provoked.",bm25_rag,euvsdisinfo,ARABIC|RU,,,0.0,,,,,2
camp_218,Organic Trend,"Western doubts about Navalny's poisoning, Polish military threats, and Russian vaccine promotion suggest geopolitical instability.",bm25_rag,euvsdisinfo,Arabic|English|Polish|Russian,,,0.0,,,,,2
camp_36,Organic Trend,"Political disputes, misleading official statements, and perceived governmental failures define the current state of affairs.",bm25_rag,euvsdisinfo,EN|English|RU|Russian,,,0.0,,,,,2
camp_256,Organic Trend,"The Arab Spring was a wave of pro-democracy uprisings, while international bodies face political pressures.",bm25_rag,euvsdisinfo,Arabic|DE|EN|English|RU,,,0.0,,,,,2
camp_441,Organic Trend,"Western policies are allegedly designed to destabilize regions and exert undue influence, while simultaneously promoting harmful narratives.",bm25_rag,euvsdisinfo,English|Georgian|Russian,,,0.0,,,,,3
camp_340,Organic Trend,"Evidence suggests a military-grade nerve agent was involved in an incident, possibly linked to a server error or crash.",bm25_rag,euvsdisinfo,ARABIC|EN|RU,,,0.0,,,,,2
camp_67,Organic Trend,The West is accused of undermining Russia while allegedly engaging in covert biological warfare and global interference.,bm25_rag,euvsdisinfo,ARABIC|EN|English|ITALIAN|RU|Russian,,,0.0,,,,,3
camp_399,Organic Trend,Putin is accused of rewriting history while Russia seeks military alliances to counter Turkish influence in Eastern Donbas.,bm25_rag,euvsdisinfo,ARABIC|AZERBAIJANI|EN|RU,,,0.0,,,,,2
camp_437,Organic Trend,Russian disinformation falsely claimed Ukrainian nuclear surrender while NATO supports Ukraine's defense and training efforts.,bm25_rag,euvsdisinfo,English|Russian|Ukrainian,,,0.0,,,,,2
camp_20,Organic Trend,"Misinformation narratives span political attacks, questionable data validation, and international aid mobilization.",bm25_rag,euvsdisinfo,EN|English|RU|Russian|Ukrainian,,,0.0,,,,,2
camp_172,Organic Trend,A group claims they are the sole authority while alleging Russian sabotage and intense shelling in the region.,bm25_rag,euvsdisinfo,EN|English|German|Russian|UK,,,0.0,,,,,2
camp_103,Organic Trend,"Geopolitical tensions and alleged foreign influence are fueling extremist narratives, including claims about engineered pandemics.",bm25_rag,euvsdisinfo,English|RU|Russian,,,0.0,,,,,2
camp_156,Organic Trend,"US political actions and international relations are complex, involving domestic criticism and foreign policy maneuvering.",bm25_rag,euvsdisinfo,EN|English|RU|Russian|Spanish,,,0.0,,,,,2
camp_91,Organic Trend,Misinformation campaigns attempt to deny atrocities in Bucha while international bodies challenge the recognition of Ukrainian territory.,bm25_rag,euvsdisinfo,ARABIC|English|RU|Russian,,,0.0,,,,,2
camp_417,Organic Trend,Russia is publicly criticizing the EU over sanctions and vaccine registration delays while maintaining its stance on climate issues.,bm25_rag,euvsdisinfo,ARABIC|EN|English|Lithuanian|RU|Russian,,,0.0,,,,,2
camp_104,Organic Trend,"Global communities face crises of religious persecution and political instability, while outreach efforts emphasize human dignity.",bm25_rag,euvsdisinfo,ARABIC|Arabic|EN|RU,,,0.0,,,,,2
camp_393,Organic Trend,"Russia's actions in the region threaten stability, escalating violence and geopolitical instability across Eastern Europe.",bm25_rag,euvsdisinfo,English|RU|Russian,,,0.0,,,,,2
camp_52,Organic Trend,"Geopolitical instability involves shifting leadership, disputed territories, and uncertain international political outcomes.",bm25_rag,euvsdisinfo,ARABIC|Arabic|EN|English|Russian,,,0.0,,,,,3
camp_349,Organic Trend,"Governments are investing in national security, economic stability, and media literacy to manage domestic challenges.",bm25_rag,euvsdisinfo,EN|English|GEORGIAN|ROMANIAN|Russian,,,0.0,,,,,2
camp_367,Organic Trend,"Disputed pandemic severity, disease control measures, and accelerating climate change are major contemporary global concerns.",bm25_rag,euvsdisinfo,English|German|Russian,,,0.0,,,,,2
camp_221,Organic Trend,"Geopolitical tensions and domestic political maneuvering are characterized by broken promises, internal power struggles, and accusations of corruption.",bm25_rag,euvsdisinfo,English|ROMANIAN|RU|Russian|UK,,,0.0,,,,,2
camp_402,Organic Trend,"Some narratives suggest US foreign policy, including military aid and international oversight, is driven by self-serving political or military interests.",bm25_rag,euvsdisinfo,Arabic|EN|German|NORWEGIAN|RU|Serbian,,,0.0,,,,,2
camp_407,Organic Trend,"Geopolitical conflicts and economic policies are framed as having significant, uneven global impacts.",bm25_rag,euvsdisinfo,Arabic|EN|English|Russian,,,0.0,,,,,2
camp_90,Organic Trend,Eastern European nations are bolstering military cooperation and defense against perceived threats.,bm25_rag,euvsdisinfo,ARABIC|English|RU|Russian,,,0.0,,,,,2
camp_445,Organic Trend,International actions and geopolitical tensions are creating significant humanitarian and diplomatic challenges globally.,bm25_rag,euvsdisinfo,EN|English|French|Russian,,,0.0,,,,,2
camp_327,Organic Trend,"Elites are allegedly censoring historical narratives and dissent, leading to the removal of traditional symbols.",bm25_rag,euvsdisinfo,ARABIC|EN|HUNGARIAN|RU,,,0.0,,,,,2
